TEMPORAL;TERRITORIO;CUSTODIA;INDICATOR;OBS_VALUE;FREQ
2015;41;1;NULIDADES;1.3598;A
2015;41;2;NULIDADES;4.0794;A
2015;41;NP;NULIDADES;1.3598;A
2014;C01;00;NULIDADES;38.00724;A
2014;C01;2;NULIDADES;10.41027;A
2014;C01;3;NULIDADES;1.41461;A
2014;C01;NP;NULIDADES;26.18236;A
2014;11;00;NULIDADES;9.01698;A
2014;11;2;NULIDADES;3.00566;A
2014;11;NP;NULIDADES;6.01132;A
2014;18;00;NULIDADES;1.51905;A
2014;18;NP;NULIDADES;1.51905;A
2014;21;00;NULIDADES;2.82922;A
2014;21;3;NULIDADES;1.41461;A
2014;21;NP;NULIDADES;1.41461;A
2014;23;00;NULIDADES;1.4678;A
2014;23;NP;NULIDADES;1.4678;A
2014;29;00;NULIDADES;6.4402;A
2014;29;2;NULIDADES;4.83015;A
2014;29;NP;NULIDADES;1.61005;A
2014;41;00;NULIDADES;16.73399;A
2014;41;2;NULIDADES;2.57446;A
2014;41;NP;NULIDADES;14.15953;A
2013;C01;00;NULIDADES;29.96762;A
2013;C01;NP;NULIDADES;29.96762;A
2013;11;00;NULIDADES;2.9301;A
2013;11;NP;NULIDADES;2.9301;A
2013;14;00;NULIDADES;1.35646;A
2013;14;NP;NULIDADES;1.35646;A
2013;18;00;NULIDADES;5.45556;A
2013;18;NP;NULIDADES;5.45556;A
2013;21;00;NULIDADES;1.43627;A
2013;21;NP;NULIDADES;1.43627;A
2013;23;00;NULIDADES;1.41113;A
2013;23;NP;NULIDADES;1.41113;A
2013;29;00;NULIDADES;1.4361;A
2013;29;NP;NULIDADES;1.4361;A
2013;41;00;NULIDADES;15.942;A
2013;41;NP;NULIDADES;15.942;A
2012;C01;00;NULIDADES;24.00002;A
2012;C01;NP;NULIDADES;24.00002;A
2012;04;00;NULIDADES;3.0;A
2012;04;NP;NULIDADES;3.0;A
2012;29;00;NULIDADES;2.0;A
2012;29;NP;NULIDADES;2.0;A
2012;41;00;NULIDADES;19.00002;A
2012;41;NP;NULIDADES;19.00002;A
2011;C01;00;NULIDADES;31.0;A
2011;C01;2;NULIDADES;2.0;A
2011;C01;NP;NULIDADES;29.0;A
2011;04;00;NULIDADES;2.0;A
2011;04;2;NULIDADES;2.0;A
2011;11;00;NULIDADES;2.0;A
2011;11;NP;NULIDADES;2.0;A
2011;14;00;NULIDADES;2.0;A
2011;14;NP;NULIDADES;2.0;A
2011;18;00;NULIDADES;3.0;A
2011;18;NP;NULIDADES;3.0;A
2011;23;00;NULIDADES;1.0;A
2011;23;NP;NULIDADES;1.0;A
2011;29;00;NULIDADES;9.0;A
2011;29;NP;NULIDADES;9.0;A
2011;41;00;NULIDADES;12.0;A
2011;41;NP;NULIDADES;12.0;A
2010;C01;00;NULIDADES;30.0;A
2010;C01;2;NULIDADES;9.0;A
2010;C01;3;NULIDADES;1.0;A
2010;C01;NP;NULIDADES;20.0;A
2010;04;00;NULIDADES;5.0;A
2010;04;NP;NULIDADES;5.0;A
2010;11;00;NULIDADES;4.0;A
2010;11;2;NULIDADES;2.0;A
2010;11;NP;NULIDADES;2.0;A
2010;14;00;NULIDADES;1.0;A
2010;14;2;NULIDADES;1.0;A
2010;18;00;NULIDADES;4.0;A
2010;18;2;NULIDADES;2.0;A
2010;18;NP;NULIDADES;2.0;A
2010;21;00;NULIDADES;1.0;A
2010;21;2;NULIDADES;1.0;A
2010;29;00;NULIDADES;8.0;A
2010;29;2;NULIDADES;2.0;A
2010;29;NP;NULIDADES;6.0;A
2010;41;00;NULIDADES;7.0;A
2010;41;2;NULIDADES;1.0;A
2010;41;3;NULIDADES;1.0;A
2010;41;NP;NULIDADES;5.0;A
2009;C01;00;NULIDADES;22.800000001;A
2009;C01;NP;NULIDADES;22.800000001;A
2009;11;00;NULIDADES;1.0;A
2009;11;NP;NULIDADES;1.0;A
2009;14;00;NULIDADES;2.7;A
2009;14;NP;NULIDADES;2.7;A
2009;18;00;NULIDADES;3.200000001;A
2009;18;NP;NULIDADES;3.200000001;A
2009;21;00;NULIDADES;1.8;A
2009;21;NP;NULIDADES;1.8;A
2009;23;00;NULIDADES;2.0;A
2009;23;NP;NULIDADES;2.0;A
2009;29;00;NULIDADES;4.0;A
2009;29;NP;NULIDADES;4.0;A
2009;41;00;NULIDADES;8.1;A
2009;41;NP;NULIDADES;8.1;A
2008;C01;00;NULIDADES;20.03268282;A
2008;C01;NP;NULIDADES;20.03268282;A
2008;04;00;NULIDADES;1.82545068;A
2008;04;NP;NULIDADES;1.82545068;A
2008;11;00;NULIDADES;1.0;A
2008;11;NP;NULIDADES;1.0;A
2008;14;00;NULIDADES;1.0;A
2008;14;NP;NULIDADES;1.0;A
2008;21;00;NULIDADES;2.73817602;A
2008;21;NP;NULIDADES;2.73817602;A
2008;29;00;NULIDADES;3.21090136;A
2008;29;NP;NULIDADES;3.21090136;A
2008;41;00;NULIDADES;10.25815476;A
2008;41;NP;NULIDADES;10.25815476;A
2007;C01;00;NULIDADES;23.25;A
2007;C01;2;NULIDADES;2.0;A
2007;C01;NP;NULIDADES;21.25;A
2007;04;00;NULIDADES;1.9;A
2007;04;NP;NULIDADES;1.9;A
2007;11;00;NULIDADES;1.0;A
2007;11;NP;NULIDADES;1.0;A
2007;14;00;NULIDADES;3.8;A
2007;14;NP;NULIDADES;3.8;A
2007;18;00;NULIDADES;5.7;A
2007;18;NP;NULIDADES;5.7;A
2007;21;00;NULIDADES;2.85;A
2007;21;NP;NULIDADES;2.85;A
2007;29;00;NULIDADES;5.0;A
2007;29;2;NULIDADES;1.0;A
2007;29;NP;NULIDADES;4.0;A
2007;41;00;NULIDADES;3.0;A
2007;41;2;NULIDADES;1.0;A
2007;41;NP;NULIDADES;2.0;A
2006;C01;00;NULIDADES;36.42;A
2006;C01;NC;NULIDADES;36.42;A
2006;04;00;NULIDADES;1.0;A
2006;04;NC;NULIDADES;1.0;A
2006;11;00;NULIDADES;7.44;A
2006;11;NC;NULIDADES;7.44;A
2006;14;00;NULIDADES;8.37;A
2006;14;NC;NULIDADES;8.37;A
2006;18;00;NULIDADES;1.8;A
2006;18;NC;NULIDADES;1.8;A
2006;21;00;NULIDADES;1.0;A
2006;21;NC;NULIDADES;1.0;A
2006;23;00;NULIDADES;1.0;A
2006;23;NC;NULIDADES;1.0;A
2006;29;00;NULIDADES;8.37;A
2006;29;NC;NULIDADES;8.37;A
2006;41;00;NULIDADES;7.44;A
2006;41;NC;NULIDADES;7.44;A
2005;C01;00;NULIDADES;37.00000001;A
2005;C01;NC;NULIDADES;37.00000001;A
2005;04;00;NULIDADES;7.0;A
2005;04;NC;NULIDADES;7.0;A
2005;11;00;NULIDADES;3.0;A
2005;11;NC;NULIDADES;3.0;A
2005;14;00;NULIDADES;3.0;A
2005;14;NC;NULIDADES;3.0;A
2005;18;00;NULIDADES;1.0;A
2005;18;NC;NULIDADES;1.0;A
2005;21;00;NULIDADES;1.0;A
2005;21;NC;NULIDADES;1.0;A
2005;23;00;NULIDADES;1.0;A
2005;23;NC;NULIDADES;1.0;A
2005;29;00;NULIDADES;13.00000001;A
2005;29;NC;NULIDADES;13.00000001;A
2005;41;00;NULIDADES;8.0;A
2005;41;NC;NULIDADES;8.0;A
2004;C01;00;NULIDADES;33.000001;A
2004;C01;NC;NULIDADES;33.000001;A
2004;04;00;NULIDADES;1.0;A
2004;04;NC;NULIDADES;1.0;A
2004;11;00;NULIDADES;6.0;A
2004;11;NC;NULIDADES;6.0;A
2004;14;00;NULIDADES;2.0;A
2004;14;NC;NULIDADES;2.0;A
2004;18;00;NULIDADES;4.0;A
2004;18;NC;NULIDADES;4.0;A
2004;23;00;NULIDADES;2.0;A
2004;23;NC;NULIDADES;2.0;A
2004;29;00;NULIDADES;7.0;A
2004;29;NC;NULIDADES;7.0;A
2004;41;00;NULIDADES;11.000001;A
2004;41;NC;NULIDADES;11.000001;A
2003;C01;00;NULIDADES;43.0;A
2003;C01;NC;NULIDADES;43.0;A
2003;04;00;NULIDADES;6.0;A
2003;04;NC;NULIDADES;6.0;A
2003;11;00;NULIDADES;6.0;A
2003;11;NC;NULIDADES;6.0;A
2003;14;00;NULIDADES;5.0;A
2003;14;NC;NULIDADES;5.0;A
2003;18;00;NULIDADES;2.0;A
2003;18;NC;NULIDADES;2.0;A
2003;21;00;NULIDADES;2.0;A
2003;21;NC;NULIDADES;2.0;A
2003;23;00;NULIDADES;0.0;A
2003;23;NC;NULIDADES;0.0;A
2003;29;00;NULIDADES;16.0;A
2003;29;NC;NULIDADES;16.0;A
2003;41;00;NULIDADES;6.0;A
2003;41;NC;NULIDADES;6.0;A
2002;C01;00;NULIDADES;29.0;A
2002;C01;NC;NULIDADES;29.0;A
2002;04;00;NULIDADES;3.0;A
2002;04;NC;NULIDADES;3.0;A
2002;11;00;NULIDADES;5.0;A
2002;11;NC;NULIDADES;5.0;A
2002;14;00;NULIDADES;2.0;A
2002;14;NC;NULIDADES;2.0;A
2002;18;00;NULIDADES;1.0;A
2002;18;NC;NULIDADES;1.0;A
2002;23;00;NULIDADES;1.0;A
2002;23;NC;NULIDADES;1.0;A
2002;29;00;NULIDADES;11.0;A
2002;29;NC;NULIDADES;11.0;A
2002;41;00;NULIDADES;6.0;A
2002;41;NC;NULIDADES;6.0;A
2001;C01;00;NULIDADES;18.0;A
2001;C01;NC;NULIDADES;18.0;A
2001;04;00;NULIDADES;3.0;A
2001;04;NC;NULIDADES;3.0;A
2001;11;00;NULIDADES;4.0;A
2001;11;NC;NULIDADES;4.0;A
2001;14;00;NULIDADES;4.0;A
2001;14;NC;NULIDADES;4.0;A
2001;18;00;NULIDADES;4.0;A
2001;18;NC;NULIDADES;4.0;A
2001;29;00;NULIDADES;2.0;A
2001;29;NC;NULIDADES;2.0;A
2001;41;00;NULIDADES;1.0;A
2001;41;NC;NULIDADES;1.0;A
2000;C01;00;NULIDADES;20.0;A
2000;C01;NC;NULIDADES;20.0;A
2000;11;00;NULIDADES;2.0;A
2000;11;NC;NULIDADES;2.0;A
2000;18;00;NULIDADES;5.0;A
2000;18;NC;NULIDADES;5.0;A
2000;23;00;NULIDADES;2.0;A
2000;23;NC;NULIDADES;2.0;A
2000;29;00;NULIDADES;6.0;A
2000;29;NC;NULIDADES;6.0;A
2000;41;00;NULIDADES;5.0;A
2000;41;NC;NULIDADES;5.0;A
1999;C01;00;NULIDADES;16.0;A
1999;C01;NC;NULIDADES;16.0;A
1999;11;00;NULIDADES;2.0;A
1999;11;NC;NULIDADES;2.0;A
1999;14;00;NULIDADES;1.0;A
1999;14;NC;NULIDADES;1.0;A
1999;18;00;NULIDADES;1.0;A
1999;18;NC;NULIDADES;1.0;A
1999;21;00;NULIDADES;1.0;A
1999;21;NC;NULIDADES;1.0;A
1999;23;00;NULIDADES;2.0;A
1999;23;NC;NULIDADES;2.0;A
1999;29;00;NULIDADES;2.0;A
1999;29;NC;NULIDADES;2.0;A
1999;41;00;NULIDADES;7.0;A
1999;41;NC;NULIDADES;7.0;A
1998;C01;00;NULIDADES;18.0;A
1998;C01;NC;NULIDADES;18.0;A
1998;11;00;NULIDADES;1.0;A
1998;11;NC;NULIDADES;1.0;A
1998;18;00;NULIDADES;3.0;A
1998;18;NC;NULIDADES;3.0;A
1998;21;00;NULIDADES;1.0;A
1998;21;NC;NULIDADES;1.0;A
1998;23;00;NULIDADES;1.0;A
1998;23;NC;NULIDADES;1.0;A
1998;29;00;NULIDADES;5.0;A
1998;29;NC;NULIDADES;5.0;A
1998;41;00;NULIDADES;7.0;A
1998;41;NC;NULIDADES;7.0;A
