D_TEMPORAL_0;D_TERRITORIO_0;D_TIPOMATRIMONIO_0;INDICATOR;OBS_VALUE;FREQ
2000;23;00;Divorcios;255.999936;A
2000;23;1;Divorcios;255.999936;A
2000;29;00;Divorcios;1409.0005;A
2000;29;1;Divorcios;1409.0005;A
2000;41;00;Divorcios;1220.999598;A
2000;41;1;Divorcios;1220.999598;A
1999;C01;00;Divorcios;5117.000106;A
1999;C01;1;Divorcios;5117.000106;A
1999;04;00;Divorcios;386.000076;A
1999;04;1;Divorcios;386.000076;A
1999;11;00;Divorcios;839.999809;A
1999;11;1;Divorcios;839.999809;A
1999;14;00;Divorcios;382.999968;A
1999;14;1;Divorcios;382.999968;A
1999;18;00;Divorcios;575.999946;A
1999;18;1;Divorcios;575.999946;A
1999;21;00;Divorcios;300.00003;A
1999;21;1;Divorcios;300.00003;A
1999;23;00;Divorcios;301.999996;A
1999;23;1;Divorcios;301.999996;A
1999;29;00;Divorcios;1150.000369;A
1999;29;1;Divorcios;1150.000369;A
1999;41;00;Divorcios;1179.999912;A
1999;41;1;Divorcios;1179.999912;A
1998;C01;00;Divorcios;5076.99993;A
1998;C01;1;Divorcios;5076.99993;A
1998;04;00;Divorcios;367.000102;A
1998;04;1;Divorcios;367.000102;A
1998;11;00;Divorcios;769.999972;A
1998;11;1;Divorcios;769.999972;A
1998;14;00;Divorcios;430.999854;A
1998;14;1;Divorcios;430.999854;A
1998;18;00;Divorcios;552.0;A
1998;18;1;Divorcios;552.0;A
1998;21;00;Divorcios;309.0;A
1998;21;1;Divorcios;309.0;A
1998;23;00;Divorcios;301.999984;A
1998;23;1;Divorcios;301.999984;A
1998;29;00;Divorcios;1159.999858;A
1998;29;1;Divorcios;1159.999858;A
1998;41;00;Divorcios;1186.00016;A
1998;41;1;Divorcios;1186.00016;A
2020;C01;00;Separaciones;569.10667;A
2020;C01;1;Separaciones;569.10667;A
2020;C01;23;Separaciones;;A
2020;C01;2;Separaciones;;A
2020;C01;3;Separaciones;;A
2020;04;00;Separaciones;32.35418;A
2020;04;1;Separaciones;32.35418;A
2020;04;23;Separaciones;;A
2020;04;2;Separaciones;;A
2020;04;3;Separaciones;;A
2020;11;00;Separaciones;91.37225;A
2020;11;1;Separaciones;91.37225;A
2020;11;23;Separaciones;;A
2020;11;2;Separaciones;;A
2020;11;3;Separaciones;;A
2020;14;00;Separaciones;55.28281;A
2020;14;1;Separaciones;55.28281;A
2020;14;23;Separaciones;;A
2020;14;2;Separaciones;;A
2020;14;3;Separaciones;;A
2020;18;00;Separaciones;68.52691;A
2020;18;1;Separaciones;68.52691;A
2020;18;23;Separaciones;;A
2020;18;3;Separaciones;;A
2020;21;00;Separaciones;18.33693;A
2020;21;1;Separaciones;18.33693;A
2020;21;23;Separaciones;;A
2020;21;2;Separaciones;;A
2020;21;3;Separaciones;;A
2020;23;00;Separaciones;35.30201;A
2020;23;1;Separaciones;35.30201;A
2020;23;23;Separaciones;;A
2020;23;2;Separaciones;;A
2020;23;3;Separaciones;;A
2020;29;00;Separaciones;142.65563;A
2020;29;1;Separaciones;142.65563;A
2020;29;23;Separaciones;;A
2020;29;2;Separaciones;;A
2020;29;3;Separaciones;;A
2020;41;00;Separaciones;125.27595;A
2020;41;1;Separaciones;125.27595;A
2020;41;23;Separaciones;;A
2020;41;2;Separaciones;;A
2020;41;3;Separaciones;;A
2019;C01;00;Separaciones;731.04555;A
2019;C01;1;Separaciones;731.04555;A
2019;C01;23;Separaciones;;A
2019;C01;2;Separaciones;;A
2019;C01;3;Separaciones;;A
2019;04;00;Separaciones;36.5805;A
2019;04;1;Separaciones;36.5805;A
2019;04;23;Separaciones;;A
2019;04;2;Separaciones;;A
2019;11;00;Separaciones;117.39034;A
2019;11;1;Separaciones;117.39034;A
2019;11;23;Separaciones;;A
2019;11;2;Separaciones;;A
2019;11;3;Separaciones;;A
2019;14;00;Separaciones;71.72973;A
2019;14;1;Separaciones;71.72973;A
2019;14;23;Separaciones;;A
2019;14;2;Separaciones;;A
2019;14;3;Separaciones;;A
2019;18;00;Separaciones;60.09424;A
2019;18;1;Separaciones;60.09424;A
2019;18;23;Separaciones;;A
2019;18;2;Separaciones;;A
2019;18;3;Separaciones;;A
2019;21;00;Separaciones;28.45104;A
2019;21;1;Separaciones;28.45104;A
2019;21;23;Separaciones;;A
2019;21;2;Separaciones;;A
2019;23;00;Separaciones;53.24972;A
2019;23;1;Separaciones;53.24972;A
2019;23;23;Separaciones;;A
2019;23;3;Separaciones;;A
2019;29;00;Separaciones;201.02437;A
2019;29;1;Separaciones;201.02437;A
2019;29;23;Separaciones;;A
2019;29;2;Separaciones;;A
2019;29;3;Separaciones;;A
2019;41;00;Separaciones;162.52561;A
2019;41;1;Separaciones;162.52561;A
2019;41;23;Separaciones;;A
2019;41;2;Separaciones;;A
2019;41;3;Separaciones;;A
2018;C01;00;Separaciones;820.8281;A
2018;C01;1;Separaciones;814.6892;A
2018;C01;23;Separaciones;6.1389;A
2018;C01;2;Separaciones;4.0046;A
2018;C01;3;Separaciones;2.1343;A
2018;04;00;Separaciones;26.8855;A
2018;04;1;Separaciones;26.8855;A
2018;04;23;Separaciones;;A
2018;04;2;Separaciones;;A
2018;04;3;Separaciones;;A
2018;11;00;Separaciones;131.8558;A
2018;11;1;Separaciones;131.8558;A
2018;11;23;Separaciones;;A
2018;11;2;Separaciones;;A
2018;11;3;Separaciones;;A
2018;14;00;Separaciones;94.772;A
2018;14;1;Separaciones;94.772;A
2018;14;23;Separaciones;;A
2018;14;2;Separaciones;;A
2018;14;3;Separaciones;;A
2018;18;00;Separaciones;120.6111;A
2018;18;1;Separaciones;120.6111;A
2018;18;23;Separaciones;;A
2018;18;2;Separaciones;;A
2018;18;3;Separaciones;;A
2018;21;00;Separaciones;27.635;A
2018;21;1;Separaciones;27.635;A
2018;21;23;Separaciones;;A
2018;21;3;Separaciones;;A
2018;23;00;Separaciones;86.754;A
2018;23;1;Separaciones;84.2185;A
2018;23;23;Separaciones;2.5355;A
2018;23;2;Separaciones;2.5355;A
2018;29;00;Separaciones;134.7646;A
2018;29;1;Separaciones;134.7646;A
2018;29;23;Separaciones;;A
2018;29;2;Separaciones;;A
2018;29;3;Separaciones;;A
2018;41;00;Separaciones;197.5501;A
2018;41;1;Separaciones;193.9467;A
2018;41;23;Separaciones;3.6034;A
2018;41;2;Separaciones;1.4691;A
2018;41;3;Separaciones;2.1343;A
2017;C01;00;Separaciones;839.597;A
2017;C01;1;Separaciones;838.2225;A
2017;C01;23;Separaciones;1.3745;A
2017;C01;2;Separaciones;;A
2017;C01;3;Separaciones;1.3745;A
2017;04;00;Separaciones;35.0423;A
2017;04;1;Separaciones;35.0423;A
2017;04;23;Separaciones;;A
2017;04;2;Separaciones;;A
2017;04;3;Separaciones;;A
2017;11;00;Separaciones;163.034;A
2017;11;1;Separaciones;163.034;A
2017;11;23;Separaciones;;A
2017;11;2;Separaciones;;A
2017;11;3;Separaciones;;A
2017;14;00;Separaciones;92.572;A
2017;14;1;Separaciones;92.572;A
2017;14;23;Separaciones;;A
2017;14;2;Separaciones;;A
2017;14;3;Separaciones;;A
2017;18;00;Separaciones;91.1584;A
2017;18;1;Separaciones;91.1584;A
2017;18;23;Separaciones;;A
2017;18;2;Separaciones;;A
2017;18;3;Separaciones;;A
2017;21;00;Separaciones;32.839;A
2017;21;1;Separaciones;32.839;A
2017;21;23;Separaciones;;A
2017;21;2;Separaciones;;A
2017;21;3;Separaciones;;A
2017;23;00;Separaciones;76.0582;A
2017;23;1;Separaciones;76.0582;A
2017;29;00;Separaciones;159.5805;A
2017;29;1;Separaciones;159.5805;A
2017;29;23;Separaciones;;A
2017;29;2;Separaciones;;A
2017;29;3;Separaciones;;A
2017;41;00;Separaciones;189.3126;A
2017;41;1;Separaciones;187.9381;A
2017;41;23;Separaciones;1.3745;A
2017;41;2;Separaciones;;A
2017;41;3;Separaciones;1.3745;A
2016;C01;00;Separaciones;902.9587;A
2016;C01;1;Separaciones;898.2299;A
2016;C01;23;Separaciones;4.7288;A
2016;C01;2;Separaciones;3.0;A
2016;C01;3;Separaciones;1.7288;A
2016;04;00;Separaciones;42.5671;A
2016;04;1;Separaciones;42.5671;A
2016;04;23;Separaciones;;A
2016;04;2;Separaciones;;A
2016;04;3;Separaciones;;A
2016;11;00;Separaciones;139.4344;A
2016;11;1;Separaciones;138.4344;A
2016;11;23;Separaciones;1.0;A
2016;11;2;Separaciones;1.0;A
2016;11;3;Separaciones;;A
2016;14;00;Separaciones;115.2214;A
2016;14;1;Separaciones;115.2214;A
2016;14;23;Separaciones;;A
2016;14;2;Separaciones;;A
2016;14;3;Separaciones;;A
2016;18;00;Separaciones;106.728;A
2016;18;1;Separaciones;104.9992;A
2016;18;23;Separaciones;1.7288;A
2016;18;2;Separaciones;;A
2016;18;3;Separaciones;1.7288;A
2016;21;00;Separaciones;50.6884;A
2016;21;1;Separaciones;49.6884;A
2016;21;23;Separaciones;1.0;A
2016;21;2;Separaciones;1.0;A
2016;21;3;Separaciones;;A
2016;23;00;Separaciones;72.7504;A
2016;23;1;Separaciones;72.7504;A
2016;23;23;Separaciones;;A
2016;23;2;Separaciones;;A
2016;23;3;Separaciones;;A
2016;29;00;Separaciones;172.0624;A
2016;29;1;Separaciones;171.0624;A
2016;29;23;Separaciones;1.0;A
2016;29;2;Separaciones;1.0;A
2016;29;3;Separaciones;;A
2016;41;00;Separaciones;203.5066;A
2016;41;1;Separaciones;203.5066;A
2016;41;23;Separaciones;;A
2016;41;2;Separaciones;;A
2016;41;3;Separaciones;;A
2015;C01;00;Separaciones;899.1127;A
2015;C01;1;Separaciones;897.3937;A
2015;C01;23;Separaciones;1.719;A
2015;C01;2;Separaciones;1.719;A
2015;C01;3;Separaciones;;A
2015;04;00;Separaciones;56.0604;A
2015;04;1;Separaciones;56.0604;A
2015;04;23;Separaciones;;A
2015;04;2;Separaciones;;A
2015;04;3;Separaciones;;A
2015;11;00;Separaciones;133.4995;A
2015;11;1;Separaciones;133.4995;A
2015;11;23;Separaciones;;A
2015;11;2;Separaciones;;A
2015;11;3;Separaciones;;A
2015;14;00;Separaciones;117.3954;A
2015;14;1;Separaciones;117.3954;A
2015;14;23;Separaciones;;A
2015;14;2;Separaciones;;A
2015;14;3;Separaciones;;A
2015;18;00;Separaciones;108.1972;A
2015;18;1;Separaciones;106.4782;A
2015;18;23;Separaciones;1.719;A
2015;18;2;Separaciones;1.719;A
2015;18;3;Separaciones;;A
2015;21;00;Separaciones;40.5241;A
2015;21;1;Separaciones;40.5241;A
2015;21;23;Separaciones;;A
2015;21;2;Separaciones;;A
2015;21;3;Separaciones;;A
2015;23;00;Separaciones;81.3217;A
2015;23;1;Separaciones;81.3217;A
2015;23;23;Separaciones;;A
2015;23;2;Separaciones;;A
2015;23;3;Separaciones;;A
2015;29;00;Separaciones;173.1336;A
2015;29;1;Separaciones;173.1336;A
2015;29;23;Separaciones;;A
2015;29;2;Separaciones;;A
2015;29;3;Separaciones;;A
2015;41;00;Separaciones;188.9808;A
2015;41;1;Separaciones;188.9808;A
2015;41;23;Separaciones;;A
2015;41;2;Separaciones;;A
2015;41;3;Separaciones;;A
2014;C01;00;Separaciones;1033.68097;A
2014;C01;1;Separaciones;1032.17814;A
2014;C01;23;Separaciones;1.50283;A
2014;C01;2;Separaciones;1.50283;A
2014;C01;3;Separaciones;;A
2014;04;00;Separaciones;57.933;A
2014;04;1;Separaciones;57.933;A
2014;04;23;Separaciones;;A
2014;04;2;Separaciones;;A
2014;04;3;Separaciones;;A
2014;11;00;Separaciones;162.30564;A
2014;11;1;Separaciones;160.80281;A
2014;11;23;Separaciones;1.50283;A
2014;11;2;Separaciones;1.50283;A
2014;11;3;Separaciones;;A
2014;14;00;Separaciones;113.25196;A
2014;14;1;Separaciones;113.25196;A
2014;14;23;Separaciones;;A
2014;14;2;Separaciones;;A
2014;14;3;Separaciones;;A
2014;18;00;Separaciones;138.23355;A
2014;18;1;Separaciones;138.23355;A
2014;18;23;Separaciones;;A
2014;18;2;Separaciones;;A
2014;18;3;Separaciones;;A
2014;21;00;Separaciones;57.99901;A
2014;21;1;Separaciones;57.99901;A
2014;21;23;Separaciones;;A
2014;21;2;Separaciones;;A
2014;21;3;Separaciones;;A
2014;23;00;Separaciones;74.8578;A
2014;23;1;Separaciones;74.8578;A
2014;23;23;Separaciones;;A
2014;23;3;Separaciones;;A
2014;29;00;Separaciones;207.69645;A
2014;29;1;Separaciones;207.69645;A
2014;29;23;Separaciones;;A
2014;29;2;Separaciones;;A
2014;29;3;Separaciones;;A
2014;41;00;Separaciones;221.40356;A
2014;41;1;Separaciones;221.40356;A
2014;41;23;Separaciones;;A
2014;41;2;Separaciones;;A
2014;41;3;Separaciones;;A
2013;C01;00;Separaciones;974.08657;A
2013;C01;1;Separaciones;972.75807;A
2013;C01;23;Separaciones;1.3285;A
2013;C01;2;Separaciones;;A
2013;C01;3;Separaciones;1.3285;A
2013;04;00;Separaciones;64.0302;A
2013;04;1;Separaciones;64.0302;A
2013;04;23;Separaciones;;A
2013;04;2;Separaciones;;A
2013;04;3;Separaciones;;A
2013;11;00;Separaciones;161.1555;A
2013;11;1;Separaciones;161.1555;A
2013;11;23;Separaciones;;A
2013;11;2;Separaciones;;A
2013;11;3;Separaciones;;A
2013;14;00;Separaciones;97.66512;A
2013;14;1;Separaciones;97.66512;A
2013;14;23;Separaciones;;A
2013;14;2;Separaciones;;A
2013;14;3;Separaciones;;A
2013;18;00;Separaciones;103.65564;A
2013;18;1;Separaciones;103.65564;A
2013;18;23;Separaciones;;A
2013;18;2;Separaciones;;A
2013;18;3;Separaciones;;A
2013;21;00;Separaciones;66.06842;A
2013;21;1;Separaciones;66.06842;A
2013;21;23;Separaciones;;A
2013;21;2;Separaciones;;A
2013;21;3;Separaciones;;A
2013;23;00;Separaciones;88.90119;A
2013;23;1;Separaciones;88.90119;A
2013;23;23;Separaciones;;A
2013;23;2;Separaciones;;A
2013;29;00;Separaciones;186.693;A
2013;29;1;Separaciones;186.693;A
2013;29;23;Separaciones;;A
2013;29;2;Separaciones;;A
2013;29;3;Separaciones;;A
2013;41;00;Separaciones;205.9175;A
2013;41;1;Separaciones;204.589;A
2013;41;23;Separaciones;1.3285;A
2013;41;2;Separaciones;;A
2013;41;3;Separaciones;1.3285;A
2012;C01;00;Separaciones;1325.99833;A
2012;C01;1;Separaciones;1324.99833;A
2012;C01;23;Separaciones;1.0;A
2012;C01;2;Separaciones;;A
2012;C01;3;Separaciones;1.0;A
2012;04;00;Separaciones;81.0995;A
2012;04;1;Separaciones;81.0995;A
2012;04;23;Separaciones;;A
2012;04;2;Separaciones;;A
2012;04;3;Separaciones;;A
2012;11;00;Separaciones;217.75166;A
2012;11;1;Separaciones;217.75166;A
2012;11;23;Separaciones;;A
2012;11;2;Separaciones;;A
2012;14;00;Separaciones;108.2448;A
2012;14;1;Separaciones;108.2448;A
2012;14;23;Separaciones;;A
2012;14;2;Separaciones;;A
2012;18;00;Separaciones;139.01817;A
2012;18;1;Separaciones;139.01817;A
2012;18;23;Separaciones;;A
2012;18;2;Separaciones;;A
2012;18;3;Separaciones;;A
2012;21;00;Separaciones;60.6245;A
2012;21;1;Separaciones;60.6245;A
2012;23;00;Separaciones;141.41699;A
2012;23;1;Separaciones;141.41699;A
2012;23;23;Separaciones;;A
2012;23;2;Separaciones;;A
2012;29;00;Separaciones;271.91439;A
2012;29;1;Separaciones;271.91439;A
2012;29;23;Separaciones;;A
2012;29;2;Separaciones;;A
2012;29;3;Separaciones;;A
2012;41;00;Separaciones;305.92832;A
2012;41;1;Separaciones;304.92832;A
2012;41;23;Separaciones;1.0;A
2012;41;2;Separaciones;;A
2012;41;3;Separaciones;1.0;A
2011;C01;00;Separaciones;1399.03667512;A
2011;C01;1;Separaciones;1399.03667512;A
2011;C01;23;Separaciones;;A
2011;C01;2;Separaciones;;A
2011;C01;3;Separaciones;;A
2011;04;00;Separaciones;85.45557379;A
2011;04;1;Separaciones;85.45557379;A
2011;11;00;Separaciones;246.54489022;A
2011;11;1;Separaciones;246.54489022;A
2011;11;23;Separaciones;;A
2011;11;2;Separaciones;;A
2011;11;3;Separaciones;;A
2011;14;00;Separaciones;180.74680224;A
2011;14;1;Separaciones;180.74680224;A
2011;14;23;Separaciones;;A
2011;14;2;Separaciones;;A
2011;14;3;Separaciones;;A
2011;18;00;Separaciones;166.89356225;A
2011;18;1;Separaciones;166.89356225;A
2011;18;23;Separaciones;;A
2011;18;2;Separaciones;;A
2011;21;00;Separaciones;59.07766582;A
2011;21;1;Separaciones;59.07766582;A
2011;21;23;Separaciones;;A
2011;21;2;Separaciones;;A
2011;21;3;Separaciones;;A
2011;23;00;Separaciones;112.55728429;A
2011;23;1;Separaciones;112.55728429;A
2011;23;23;Separaciones;;A
2011;23;2;Separaciones;;A
2011;23;3;Separaciones;;A
2011;29;00;Separaciones;242.68781176;A
2011;29;1;Separaciones;242.68781176;A
2011;29;23;Separaciones;;A
2011;29;2;Separaciones;;A
2011;29;3;Separaciones;;A
2011;41;00;Separaciones;305.07308475;A
2011;41;1;Separaciones;305.07308475;A
2011;41;23;Separaciones;;A
2011;41;2;Separaciones;;A
2011;41;3;Separaciones;;A
2010;C01;00;Separaciones;1530.47424568;A
2010;C01;1;Separaciones;1530.47424568;A
2010;C01;23;Separaciones;;A
2010;C01;2;Separaciones;;A
2010;C01;3;Separaciones;;A
2010;04;00;Separaciones;67.26164627;A
2010;04;1;Separaciones;67.26164627;A
2010;04;23;Separaciones;;A
2010;04;2;Separaciones;;A
2010;04;3;Separaciones;;A
2010;11;00;Separaciones;276.67635717;A
2010;11;1;Separaciones;276.67635717;A
2010;11;23;Separaciones;;A
2010;11;2;Separaciones;;A
2010;11;3;Separaciones;;A
2010;14;00;Separaciones;201.9348937;A
2010;14;1;Separaciones;201.9348937;A
2010;14;23;Separaciones;;A
2010;14;2;Separaciones;;A
2010;14;3;Separaciones;;A
2010;18;00;Separaciones;185.5777762;A
2010;18;1;Separaciones;185.5777762;A
2010;21;00;Separaciones;67.9660588;A
2010;21;1;Separaciones;67.9660588;A
2010;21;23;Separaciones;;A
2010;21;2;Separaciones;;A
2010;23;00;Separaciones;120.14646873;A
2010;23;1;Separaciones;120.14646873;A
2010;23;23;Separaciones;;A
2010;23;3;Separaciones;;A
2010;29;00;Separaciones;269.07493748;A
2010;29;1;Separaciones;269.07493748;A
2010;29;23;Separaciones;;A
2010;29;2;Separaciones;;A
2010;29;3;Separaciones;;A
2010;41;00;Separaciones;341.83610733;A
2010;41;1;Separaciones;341.83610733;A
2010;41;23;Separaciones;;A
2010;41;2;Separaciones;;A
2010;41;3;Separaciones;;A
2009;C01;00;Separaciones;1592.640000016;A
2009;C01;1;Separaciones;1590.640000016;A
2009;C01;23;Separaciones;2.0;A
2009;C01;2;Separaciones;2.0;A
2009;C01;3;Separaciones;;A
2009;04;00;Separaciones;82.4700000021;A
2009;04;1;Separaciones;82.4700000021;A
2009;11;00;Separaciones;275.3500000001;A
2009;11;1;Separaciones;275.3500000001;A
2009;11;23;Separaciones;;A
2009;11;2;Separaciones;;A
2009;11;3;Separaciones;;A
2009;14;00;Separaciones;191.580000002;A
2009;14;1;Separaciones;191.580000002;A
2009;18;00;Separaciones;187.1600000002;A
2009;18;1;Separaciones;187.1600000002;A
2009;21;00;Separaciones;80.0000000014;A
2009;21;1;Separaciones;80.0000000014;A
2009;23;00;Separaciones;140.120000003;A
2009;23;1;Separaciones;140.120000003;A
2009;23;23;Separaciones;;A
2009;23;2;Separaciones;;A
2009;29;00;Separaciones;262.8999999998;A
2009;29;1;Separaciones;261.8999999998;A
2009;29;23;Separaciones;1.0;A
2009;29;2;Separaciones;1.0;A
2009;29;3;Separaciones;;A
2009;41;00;Separaciones;373.0600000074;A
2009;41;1;Separaciones;372.0600000074;A
2009;41;23;Separaciones;1.0;A
2009;41;2;Separaciones;1.0;A
2009;41;3;Separaciones;;A
2008;C01;00;Separaciones;1692.7371674121;A
2008;C01;1;Separaciones;1692.7371674121;A
2008;C01;23;Separaciones;;A
2008;C01;2;Separaciones;;A
2008;C01;3;Separaciones;;A
2008;04;00;Separaciones;96.2877203913;A
2008;04;1;Separaciones;96.2877203913;A
2008;11;00;Separaciones;285.8106521385;A
2008;11;1;Separaciones;285.8106521385;A
2008;11;23;Separaciones;;A
2008;11;2;Separaciones;;A
2008;11;3;Separaciones;;A
2008;14;00;Separaciones;227.038028358;A
2008;14;1;Separaciones;227.038028358;A
2008;18;00;Separaciones;182.40095509;A
2008;18;1;Separaciones;182.40095509;A
2008;21;00;Separaciones;100.3696713296;A
2008;21;1;Separaciones;100.3696713296;A
2008;23;00;Separaciones;135.4196187528;A
2008;23;1;Separaciones;135.4196187528;A
2008;23;23;Separaciones;;A
2008;23;3;Separaciones;;A
2008;29;00;Separaciones;266.3862143614;A
2008;29;1;Separaciones;266.3862143614;A
2008;29;23;Separaciones;;A
2008;29;2;Separaciones;;A
2008;29;3;Separaciones;;A
2008;41;00;Separaciones;399.0243069905;A
2008;41;1;Separaciones;399.0243069905;A
2007;C01;00;Separaciones;2252.190000142;A
2007;C01;1;Separaciones;2252.190000142;A
2007;C01;23;Separaciones;;A
2007;C01;2;Separaciones;;A
2007;C01;3;Separaciones;;A
2007;04;00;Separaciones;121.410000006;A
2007;04;1;Separaciones;121.410000006;A
2007;11;00;Separaciones;345.03999999;A
2007;11;1;Separaciones;345.03999999;A
2007;11;23;Separaciones;;A
2007;11;2;Separaciones;;A
2007;14;00;Separaciones;269.900000005;A
2007;14;1;Separaciones;269.900000005;A
2007;18;00;Separaciones;229.899999993;A
2007;18;1;Separaciones;229.899999993;A
2007;21;00;Separaciones;120.089999991;A
2007;21;1;Separaciones;120.089999991;A
2007;23;00;Separaciones;213.10999998;A
2007;23;1;Separaciones;213.10999998;A
2007;29;00;Separaciones;424.9200001;A
2007;29;1;Separaciones;424.9200001;A
2007;29;23;Separaciones;;A
2007;29;2;Separaciones;;A
2007;29;3;Separaciones;;A
2007;41;00;Separaciones;527.820000077;A
2007;41;1;Separaciones;527.820000077;A
2007;41;23;Separaciones;;A
2007;41;2;Separaciones;;A
2006;C01;00;Separaciones;4085.709783;A
2006;C01;1;Separaciones;4085.709783;A
2006;04;00;Separaciones;267.840027;A
2006;04;1;Separaciones;267.840027;A
2006;11;00;Separaciones;640.770013;A
2006;11;1;Separaciones;640.770013;A
2006;14;00;Separaciones;451.979978;A
2006;14;1;Separaciones;451.979978;A
2006;18;00;Separaciones;537.299946;A
2006;18;1;Separaciones;537.299946;A
2006;21;00;Separaciones;286.899984;A
2006;21;1;Separaciones;286.899984;A
2006;23;00;Separaciones;326.429937;A
2006;23;1;Separaciones;326.429937;A
2006;29;00;Separaciones;657.509904;A
2006;29;1;Separaciones;657.509904;A
2006;41;00;Separaciones;916.979994;A
2006;41;1;Separaciones;916.979994;A
2005;C01;00;Separaciones;11613.00000646;A
2005;C01;1;Separaciones;11613.00000646;A
2005;04;00;Separaciones;808.99999851;A
2005;04;1;Separaciones;808.99999851;A
2005;11;00;Separaciones;1853.00000467;A
2005;11;1;Separaciones;1853.00000467;A
2005;14;00;Separaciones;1087.99999705;A
2005;14;1;Separaciones;1087.99999705;A
2005;18;00;Separaciones;1255.99999686;A
2005;18;1;Separaciones;1255.99999686;A
2005;21;00;Separaciones;779.00000184;A
2005;21;1;Separaciones;779.00000184;A
2005;23;00;Separaciones;816.99999969;A
2005;23;1;Separaciones;816.99999969;A
2005;29;00;Separaciones;2263.00000248;A
2005;29;1;Separaciones;2263.00000248;A
2005;41;00;Separaciones;2748.00000536;A
2005;41;1;Separaciones;2748.00000536;A
2004;C01;00;Separaciones;14276.001079;A
2004;C01;1;Separaciones;14276.001079;A
2004;04;00;Separaciones;1112.00024;A
2004;04;1;Separaciones;1112.00024;A
2004;11;00;Separaciones;2093.000459;A
2004;11;1;Separaciones;2093.000459;A
2004;14;00;Separaciones;1267.00032;A
2004;14;1;Separaciones;1267.00032;A
2004;18;00;Separaciones;1612.9995;A
2004;18;1;Separaciones;1612.9995;A
2004;21;00;Separaciones;935.999804;A
2004;21;1;Separaciones;935.999804;A
2004;23;00;Separaciones;895.000176;A
2004;23;1;Separaciones;895.000176;A
2004;29;00;Separaciones;2906.000692;A
2004;29;1;Separaciones;2906.000692;A
2004;41;00;Separaciones;3453.999888;A
2004;41;1;Separaciones;3453.999888;A
2003;C01;00;Separaciones;12967.001106;A
2003;C01;1;Separaciones;12967.001106;A
2003;04;00;Separaciones;910.999995;A
2003;04;1;Separaciones;910.999995;A
2003;11;00;Separaciones;1905.00024;A
2003;11;1;Separaciones;1905.00024;A
2003;14;00;Separaciones;1177.00044;A
2003;14;1;Separaciones;1177.00044;A
2003;18;00;Separaciones;1573.999476;A
2003;18;1;Separaciones;1573.999476;A
2003;21;00;Separaciones;761.00001;A
2003;21;1;Separaciones;761.00001;A
2003;23;00;Separaciones;810.000224;A
2003;23;1;Separaciones;810.000224;A
2003;29;00;Separaciones;2759.000618;A
2003;29;1;Separaciones;2759.000618;A
2003;41;00;Separaciones;3070.000103;A
2003;41;1;Separaciones;3070.000103;A
2002;C01;00;Separaciones;12611.000178;A
2002;C01;1;Separaciones;12611.000178;A
2002;04;00;Separaciones;1013.99996;A
2002;04;1;Separaciones;1013.99996;A
2002;11;00;Separaciones;1800.000576;A
2002;11;1;Separaciones;1800.000576;A
2002;14;00;Separaciones;1117.999998;A
2002;14;1;Separaciones;1117.999998;A
2002;18;00;Separaciones;1362.000035;A
2002;18;1;Separaciones;1362.000035;A
2002;21;00;Separaciones;693.999885;A
2002;21;1;Separaciones;693.999885;A
2002;23;00;Separaciones;793.999797;A
2002;23;1;Separaciones;793.999797;A
2002;29;00;Separaciones;2621.999218;A
2002;29;1;Separaciones;2621.999218;A
2002;41;00;Separaciones;3207.000709;A
2002;41;1;Separaciones;3207.000709;A
2001;C01;00;Separaciones;10770.998593;A
2001;C01;1;Separaciones;10770.998593;A
2001;04;00;Separaciones;733.999794;A
2001;04;1;Separaciones;733.999794;A
2001;11;00;Separaciones;1631.99998;A
2001;11;1;Separaciones;1631.99998;A
2001;14;00;Separaciones;1051.99975;A
2001;14;1;Separaciones;1051.99975;A
2001;18;00;Separaciones;1143.999663;A
2001;18;1;Separaciones;1143.999663;A
2001;21;00;Separaciones;718.99982;A
2001;21;1;Separaciones;718.99982;A
2001;23;00;Separaciones;708.0;A
2001;23;1;Separaciones;708.0;A
2001;29;00;Separaciones;2181.999582;A
2001;29;1;Separaciones;2181.999582;A
2001;41;00;Separaciones;2600.000004;A
2001;41;1;Separaciones;2600.000004;A
2000;C01;00;Separaciones;10759.000045;A
2000;C01;1;Separaciones;10759.000045;A
2000;04;00;Separaciones;759.000089;A
2000;04;1;Separaciones;759.000089;A
2000;11;00;Separaciones;1694.00028;A
2000;11;1;Separaciones;1694.00028;A
2000;14;00;Separaciones;904.999872;A
2000;14;1;Separaciones;904.999872;A
2000;18;00;Separaciones;1188.000051;A
2000;18;1;Separaciones;1188.000051;A
2000;21;00;Separaciones;655.000038;A
2000;21;1;Separaciones;655.000038;A
2000;23;00;Separaciones;667.000116;A
2000;23;1;Separaciones;667.000116;A
2000;29;00;Separaciones;2343.999334;A
2000;29;1;Separaciones;2343.999334;A
2000;41;00;Separaciones;2547.000265;A
2000;41;1;Separaciones;2547.000265;A
1999;C01;00;Separaciones;9376.389167;A
1999;C01;1;Separaciones;9376.389167;A
1999;04;00;Separaciones;638.000217;A
1999;04;1;Separaciones;638.000217;A
1999;11;00;Separaciones;1402.999689;A
1999;11;1;Separaciones;1402.999689;A
1999;14;00;Separaciones;865.999735;A
1999;14;1;Separaciones;865.999735;A
