D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_SEXOC2_0;INDICATOR;OBS_VALUE;FREQ
2012;41;06;06;Divorcios;6.0;A
2011;C01;00;00;Divorcios;18257.58564089;A
2011;C01;00;01;Divorcios;25.0;A
2011;C01;00;06;Divorcios;18232.58564089;A
2011;C01;01;00;Divorcios;18235.58564089;A
2011;C01;01;01;Divorcios;25.0;A
2011;C01;01;06;Divorcios;18210.58564089;A
2011;C01;06;00;Divorcios;22.0;A
2011;C01;06;06;Divorcios;22.0;A
2011;04;00;00;Divorcios;1426.82187464;A
2011;04;00;06;Divorcios;1426.82187464;A
2011;04;01;00;Divorcios;1426.82187464;A
2011;04;01;06;Divorcios;1426.82187464;A
2011;11;00;00;Divorcios;2822.48660103;A
2011;11;00;01;Divorcios;3.0;A
2011;11;00;06;Divorcios;2819.48660103;A
2011;11;01;00;Divorcios;2819.48660103;A
2011;11;01;01;Divorcios;3.0;A
2011;11;01;06;Divorcios;2816.48660103;A
2011;11;06;00;Divorcios;3.0;A
2011;11;06;06;Divorcios;3.0;A
2011;14;00;00;Divorcios;1607.8291226;A
2011;14;00;01;Divorcios;1.0;A
2011;14;00;06;Divorcios;1606.8291226;A
2011;14;01;00;Divorcios;1605.8291226;A
2011;14;01;01;Divorcios;1.0;A
2011;14;01;06;Divorcios;1604.8291226;A
2011;14;06;00;Divorcios;2.0;A
2011;14;06;06;Divorcios;2.0;A
2011;18;00;00;Divorcios;2058.63585768;A
2011;18;00;01;Divorcios;1.0;A
2011;18;00;06;Divorcios;2057.63585768;A
2011;18;01;00;Divorcios;2058.63585768;A
2011;18;01;01;Divorcios;1.0;A
2011;18;01;06;Divorcios;2057.63585768;A
2011;21;00;00;Divorcios;976.40048302;A
2011;21;00;01;Divorcios;3.0;A
2011;21;00;06;Divorcios;973.40048302;A
2011;21;01;00;Divorcios;975.40048302;A
2011;21;01;01;Divorcios;3.0;A
2011;21;01;06;Divorcios;972.40048302;A
2011;21;06;00;Divorcios;1.0;A
2011;21;06;06;Divorcios;1.0;A
2011;23;00;00;Divorcios;1223.16206129;A
2011;23;00;01;Divorcios;2.0;A
2011;23;00;06;Divorcios;1221.16206129;A
2011;23;01;00;Divorcios;1222.16206129;A
2011;23;01;01;Divorcios;2.0;A
2011;23;01;06;Divorcios;1220.16206129;A
2011;23;06;00;Divorcios;1.0;A
2011;23;06;06;Divorcios;1.0;A
2011;29;00;00;Divorcios;3827.02436747;A
2011;29;00;01;Divorcios;9.0;A
2011;29;00;06;Divorcios;3818.02436747;A
2011;29;01;00;Divorcios;3822.02436747;A
2011;29;01;01;Divorcios;9.0;A
2011;29;01;06;Divorcios;3813.02436747;A
2011;29;06;00;Divorcios;5.0;A
2011;29;06;06;Divorcios;5.0;A
2011;41;00;00;Divorcios;4315.22527316;A
2011;41;00;01;Divorcios;6.0;A
2011;41;00;06;Divorcios;4309.22527316;A
2011;41;01;00;Divorcios;4305.22527316;A
2011;41;01;01;Divorcios;6.0;A
2011;41;01;06;Divorcios;4299.22527316;A
2011;41;06;00;Divorcios;10.0;A
2011;41;06;06;Divorcios;10.0;A
2010;C01;00;00;Divorcios;18373.44232079;A
2010;C01;00;01;Divorcios;18.0;A
2010;C01;00;06;Divorcios;18355.44232079;A
2010;C01;01;00;Divorcios;18355.44232079;A
2010;C01;01;01;Divorcios;18.0;A
2010;C01;01;06;Divorcios;18337.44232079;A
2010;C01;06;00;Divorcios;18.0;A
2010;C01;06;06;Divorcios;18.0;A
2010;04;00;00;Divorcios;1362.40772485;A
2010;04;00;01;Divorcios;3.0;A
2010;04;00;06;Divorcios;1359.40772485;A
2010;04;01;00;Divorcios;1359.40772485;A
2010;04;01;01;Divorcios;3.0;A
2010;04;01;06;Divorcios;1356.40772485;A
2010;04;06;00;Divorcios;3.0;A
2010;04;06;06;Divorcios;3.0;A
2010;11;00;00;Divorcios;2718.61775842;A
2010;11;00;01;Divorcios;2.0;A
2010;11;00;06;Divorcios;2716.61775842;A
2010;11;01;00;Divorcios;2716.61775842;A
2010;11;01;01;Divorcios;2.0;A
2010;11;01;06;Divorcios;2714.61775842;A
2010;11;06;00;Divorcios;2.0;A
2010;11;06;06;Divorcios;2.0;A
2010;14;00;00;Divorcios;1659.02026916;A
2010;14;00;01;Divorcios;3.0;A
2010;14;00;06;Divorcios;1656.02026916;A
2010;14;01;00;Divorcios;1657.02026916;A
2010;14;01;01;Divorcios;3.0;A
2010;14;01;06;Divorcios;1654.02026916;A
2010;14;06;00;Divorcios;2.0;A
2010;14;06;06;Divorcios;2.0;A
2010;18;00;00;Divorcios;2005.38373943;A
2010;18;00;06;Divorcios;2005.38373943;A
2010;18;01;00;Divorcios;2005.38373943;A
2010;18;01;06;Divorcios;2005.38373943;A
2010;21;00;00;Divorcios;992.51673019;A
2010;21;00;01;Divorcios;1.0;A
2010;21;00;06;Divorcios;991.51673019;A
2010;21;01;00;Divorcios;992.51673019;A
2010;21;01;01;Divorcios;1.0;A
2010;21;01;06;Divorcios;991.51673019;A
2010;23;00;00;Divorcios;1193.6878551;A
2010;23;00;06;Divorcios;1193.6878551;A
2010;23;01;00;Divorcios;1190.6878551;A
2010;23;01;06;Divorcios;1190.6878551;A
2010;23;06;00;Divorcios;3.0;A
2010;23;06;06;Divorcios;3.0;A
2010;29;00;00;Divorcios;3876.9745934;A
2010;29;00;01;Divorcios;3.0;A
2010;29;00;06;Divorcios;3873.9745934;A
2010;29;01;00;Divorcios;3873.9745934;A
2010;29;01;01;Divorcios;3.0;A
2010;29;01;06;Divorcios;3870.9745934;A
2010;29;06;00;Divorcios;3.0;A
2010;29;06;06;Divorcios;3.0;A
2010;41;00;00;Divorcios;4564.83365024;A
2010;41;00;01;Divorcios;6.0;A
2010;41;00;06;Divorcios;4558.83365024;A
2010;41;01;00;Divorcios;4559.83365024;A
2010;41;01;01;Divorcios;6.0;A
2010;41;01;06;Divorcios;4553.83365024;A
2010;41;06;00;Divorcios;5.0;A
2010;41;06;06;Divorcios;5.0;A
2009;C01;00;00;Divorcios;17493.840001105;A
2009;C01;00;01;Divorcios;10.0;A
2009;C01;00;06;Divorcios;17483.840001105;A
2009;C01;01;00;Divorcios;17484.840001105;A
2009;C01;01;01;Divorcios;10.0;A
2009;C01;01;06;Divorcios;17474.840001105;A
2009;C01;06;00;Divorcios;9.0;A
2009;C01;06;06;Divorcios;9.0;A
2009;04;00;00;Divorcios;1275.959999958;A
2009;04;00;06;Divorcios;1275.959999958;A
2009;04;01;00;Divorcios;1275.959999958;A
2009;04;01;06;Divorcios;1275.959999958;A
2009;11;00;00;Divorcios;2773.590000972;A
2009;11;00;01;Divorcios;2.0;A
2009;11;00;06;Divorcios;2771.590000972;A
2009;11;01;00;Divorcios;2769.590000972;A
2009;11;01;01;Divorcios;2.0;A
2009;11;01;06;Divorcios;2767.590000972;A
2009;11;06;00;Divorcios;4.0;A
2009;11;06;06;Divorcios;4.0;A
2009;14;00;00;Divorcios;1537.74000012;A
2009;14;00;06;Divorcios;1537.74000012;A
2009;14;01;00;Divorcios;1537.74000012;A
2009;14;01;06;Divorcios;1537.74000012;A
2009;18;00;00;Divorcios;1967.070000359;A
2009;18;00;06;Divorcios;1967.070000359;A
2009;18;01;00;Divorcios;1967.070000359;A
2009;18;01;06;Divorcios;1967.070000359;A
2009;21;00;00;Divorcios;1012.380000091;A
2009;21;00;06;Divorcios;1012.380000091;A
2009;21;01;00;Divorcios;1012.380000091;A
2009;21;01;06;Divorcios;1012.380000091;A
2009;23;00;00;Divorcios;1122.459999905;A
2009;23;00;01;Divorcios;1.0;A
2009;23;00;06;Divorcios;1121.459999905;A
2009;23;01;00;Divorcios;1122.459999905;A
2009;23;01;01;Divorcios;1.0;A
2009;23;01;06;Divorcios;1121.459999905;A
2009;29;00;00;Divorcios;3607.690000055;A
2009;29;00;01;Divorcios;3.0;A
2009;29;00;06;Divorcios;3604.690000055;A
2009;29;01;00;Divorcios;3605.690000055;A
2009;29;01;01;Divorcios;3.0;A
2009;29;01;06;Divorcios;3602.690000055;A
2009;29;06;00;Divorcios;2.0;A
2009;29;06;06;Divorcios;2.0;A
2009;41;00;00;Divorcios;4196.949999645;A
2009;41;00;01;Divorcios;4.0;A
2009;41;00;06;Divorcios;4192.949999645;A
2009;41;01;00;Divorcios;4193.949999645;A
2009;41;01;01;Divorcios;4.0;A
2009;41;01;06;Divorcios;4189.949999645;A
2009;41;06;00;Divorcios;3.0;A
2009;41;06;06;Divorcios;3.0;A
2008;C01;00;00;Divorcios;19784.701197956;A
2008;C01;00;01;Divorcios;4.0;A
2008;C01;00;06;Divorcios;19780.701197956;A
2008;C01;01;00;Divorcios;19776.701197956;A
2008;C01;01;01;Divorcios;4.0;A
2008;C01;01;06;Divorcios;19772.701197956;A
2008;C01;06;00;Divorcios;8.0;A
2008;C01;06;06;Divorcios;8.0;A
2008;04;00;00;Divorcios;1459.899390218;A
2008;04;00;06;Divorcios;1459.899390218;A
2008;04;01;00;Divorcios;1459.899390218;A
2008;04;01;06;Divorcios;1459.899390218;A
2008;11;00;00;Divorcios;3029.88628849;A
2008;11;00;01;Divorcios;2.0;A
2008;11;00;06;Divorcios;3027.88628849;A
2008;11;01;00;Divorcios;3027.88628849;A
2008;11;01;01;Divorcios;2.0;A
2008;11;01;06;Divorcios;3025.88628849;A
2008;11;06;00;Divorcios;2.0;A
2008;11;06;06;Divorcios;2.0;A
2008;14;00;00;Divorcios;1595.530376772;A
2008;14;00;06;Divorcios;1595.530376772;A
2008;14;01;00;Divorcios;1595.530376772;A
2008;14;01;06;Divorcios;1595.530376772;A
2008;18;00;00;Divorcios;2172.357568834;A
2008;18;00;06;Divorcios;2172.357568834;A
2008;18;01;00;Divorcios;2172.357568834;A
2008;18;01;06;Divorcios;2172.357568834;A
2008;21;00;00;Divorcios;1165.944181717;A
2008;21;00;06;Divorcios;1165.944181717;A
2008;21;01;00;Divorcios;1165.944181717;A
2008;21;01;06;Divorcios;1165.944181717;A
2008;23;00;00;Divorcios;1297.204501345;A
2008;23;00;06;Divorcios;1297.204501345;A
2008;23;01;00;Divorcios;1296.204501345;A
2008;23;01;06;Divorcios;1296.204501345;A
2008;23;06;00;Divorcios;1.0;A
2008;23;06;06;Divorcios;1.0;A
2008;29;00;00;Divorcios;4187.089941605;A
2008;29;00;01;Divorcios;2.0;A
2008;29;00;06;Divorcios;4185.089941605;A
2008;29;01;00;Divorcios;4182.089941605;A
2008;29;01;01;Divorcios;2.0;A
2008;29;01;06;Divorcios;4180.089941605;A
2008;29;06;00;Divorcios;5.0;A
2008;29;06;06;Divorcios;5.0;A
2008;41;00;00;Divorcios;4876.788948975;A
2008;41;00;06;Divorcios;4876.788948975;A
2008;41;01;00;Divorcios;4876.788948975;A
2008;41;01;06;Divorcios;4876.788948975;A
2007;C01;00;00;Divorcios;21609.099999161;A
2007;C01;00;01;Divorcios;5.0;A
2007;C01;00;06;Divorcios;21604.099999161;A
2007;C01;01;00;Divorcios;21607.099999161;A
2007;C01;01;01;Divorcios;5.0;A
2007;C01;01;06;Divorcios;21602.099999161;A
2007;C01;06;00;Divorcios;2.0;A
2007;C01;06;06;Divorcios;2.0;A
2007;04;00;00;Divorcios;1642.139999901;A
2007;04;00;06;Divorcios;1642.139999901;A
2007;04;01;00;Divorcios;1642.139999901;A
2007;04;01;06;Divorcios;1642.139999901;A
2007;11;00;00;Divorcios;3287.229999146;A
2007;11;00;01;Divorcios;1.0;A
2007;11;00;06;Divorcios;3286.229999146;A
2007;11;01;00;Divorcios;3287.229999146;A
2007;11;01;01;Divorcios;1.0;A
2007;11;01;06;Divorcios;3286.229999146;A
2007;14;00;00;Divorcios;1853.999999925;A
2007;14;00;06;Divorcios;1853.999999925;A
2007;14;01;00;Divorcios;1853.999999925;A
2007;14;01;06;Divorcios;1853.999999925;A
2007;18;00;00;Divorcios;2389.41000052;A
2007;18;00;06;Divorcios;2389.41000052;A
2007;18;01;00;Divorcios;2389.41000052;A
2007;18;01;06;Divorcios;2389.41000052;A
2007;21;00;00;Divorcios;1393.309999774;A
2007;21;00;06;Divorcios;1393.309999774;A
2007;21;01;00;Divorcios;1393.309999774;A
2007;21;01;06;Divorcios;1393.309999774;A
2007;23;00;00;Divorcios;1422.190000204;A
2007;23;00;06;Divorcios;1422.190000204;A
2007;23;01;00;Divorcios;1422.190000204;A
2007;23;01;06;Divorcios;1422.190000204;A
2007;29;00;00;Divorcios;4555.859999734;A
2007;29;00;01;Divorcios;2.0;A
2007;29;00;06;Divorcios;4553.859999734;A
2007;29;01;00;Divorcios;4553.859999734;A
2007;29;01;01;Divorcios;2.0;A
2007;29;01;06;Divorcios;4551.859999734;A
2007;29;06;00;Divorcios;2.0;A
2007;29;06;06;Divorcios;2.0;A
2007;41;00;00;Divorcios;5064.959999957;A
2007;41;00;01;Divorcios;2.0;A
2007;41;00;06;Divorcios;5062.959999957;A
2007;41;01;00;Divorcios;5064.959999957;A
2007;41;01;01;Divorcios;2.0;A
2007;41;01;06;Divorcios;5062.959999957;A
2006;C01;00;00;Divorcios;21218.50087;A
2006;C01;00;06;Divorcios;21218.50087;A
2006;C01;01;00;Divorcios;21218.50087;A
2006;C01;01;06;Divorcios;21218.50087;A
2006;04;00;00;Divorcios;1595.879802;A
2006;04;00;06;Divorcios;1595.879802;A
2006;04;01;00;Divorcios;1595.879802;A
2006;04;01;06;Divorcios;1595.879802;A
2006;11;00;00;Divorcios;3145.260002;A
2006;11;00;06;Divorcios;3145.260002;A
2006;11;01;00;Divorcios;3145.260002;A
2006;11;01;06;Divorcios;3145.260002;A
2006;14;00;00;Divorcios;1834.890112;A
2006;14;00;06;Divorcios;1834.890112;A
2006;14;01;00;Divorcios;1834.890112;A
2006;14;01;06;Divorcios;1834.890112;A
2006;18;00;00;Divorcios;2080.80049;A
2006;18;00;06;Divorcios;2080.80049;A
2006;18;01;00;Divorcios;2080.80049;A
2006;18;01;06;Divorcios;2080.80049;A
2006;21;00;00;Divorcios;1332.84986;A
2006;21;00;06;Divorcios;1332.84986;A
2006;21;01;00;Divorcios;1332.84986;A
2006;21;01;06;Divorcios;1332.84986;A
2006;23;00;00;Divorcios;1309.440144;A
2006;23;00;06;Divorcios;1309.440144;A
2006;23;01;00;Divorcios;1309.440144;A
2006;23;01;06;Divorcios;1309.440144;A
2006;29;00;00;Divorcios;4712.309813;A
2006;29;00;06;Divorcios;4712.309813;A
2006;29;01;00;Divorcios;4712.309813;A
2006;29;01;06;Divorcios;4712.309813;A
2006;41;00;00;Divorcios;5207.070647;A
2006;41;00;06;Divorcios;5207.070647;A
2006;41;01;00;Divorcios;5207.070647;A
2006;41;01;06;Divorcios;5207.070647;A
2005;C01;00;00;Divorcios;10748.000406;A
2005;C01;00;06;Divorcios;10748.000406;A
2005;C01;01;00;Divorcios;10748.000406;A
2005;C01;01;06;Divorcios;10748.000406;A
2005;04;00;00;Divorcios;833.000224;A
2005;04;00;06;Divorcios;833.000224;A
2005;04;01;00;Divorcios;833.000224;A
2005;04;01;06;Divorcios;833.000224;A
2005;11;00;00;Divorcios;1642.999986;A
2005;11;00;06;Divorcios;1642.999986;A
2005;11;01;00;Divorcios;1642.999986;A
2005;11;01;06;Divorcios;1642.999986;A
2005;14;00;00;Divorcios;939.000159;A
2005;14;00;06;Divorcios;939.000159;A
2005;14;01;00;Divorcios;939.000159;A
2005;14;01;06;Divorcios;939.000159;A
2005;18;00;00;Divorcios;959.000189;A
2005;18;00;06;Divorcios;959.000189;A
2005;18;01;00;Divorcios;959.000189;A
2005;18;01;06;Divorcios;959.000189;A
2005;21;00;00;Divorcios;726.999975;A
2005;21;00;06;Divorcios;726.999975;A
2005;21;01;00;Divorcios;726.999975;A
2005;21;01;06;Divorcios;726.999975;A
2005;23;00;00;Divorcios;636.999935;A
2005;23;00;06;Divorcios;636.999935;A
2005;23;01;00;Divorcios;636.999935;A
2005;23;01;06;Divorcios;636.999935;A
2005;29;00;00;Divorcios;2312.000002;A
2005;29;00;06;Divorcios;2312.000002;A
2005;29;01;00;Divorcios;2312.000002;A
2005;29;01;06;Divorcios;2312.000002;A
2005;41;00;00;Divorcios;2697.999936;A
2005;41;00;06;Divorcios;2697.999936;A
2005;41;01;00;Divorcios;2697.999936;A
2005;41;01;06;Divorcios;2697.999936;A
2004;C01;00;00;Divorcios;7744.999297;A
2004;C01;00;06;Divorcios;7744.999297;A
2004;C01;01;00;Divorcios;7744.999297;A
2004;C01;01;06;Divorcios;7744.999297;A
2004;04;00;00;Divorcios;623.000146;A
2004;04;00;06;Divorcios;623.000146;A
2004;04;01;00;Divorcios;623.000146;A
2004;04;01;06;Divorcios;623.000146;A
2004;11;00;00;Divorcios;1177.000044;A
2004;11;00;06;Divorcios;1177.000044;A
2004;11;01;00;Divorcios;1177.000044;A
2004;11;01;06;Divorcios;1177.000044;A
2004;14;00;00;Divorcios;607.00024;A
2004;14;00;06;Divorcios;607.00024;A
2004;14;01;00;Divorcios;607.00024;A
2004;14;01;06;Divorcios;607.00024;A
2004;18;00;00;Divorcios;873.000025;A
2004;18;00;06;Divorcios;873.000025;A
2004;18;01;00;Divorcios;873.000025;A
2004;18;01;06;Divorcios;873.000025;A
2004;21;00;00;Divorcios;473.000077;A
2004;21;00;06;Divorcios;473.000077;A
2004;21;01;00;Divorcios;473.000077;A
2004;21;01;06;Divorcios;473.000077;A
2004;23;00;00;Divorcios;411.9999;A
2004;23;00;06;Divorcios;411.9999;A
2004;23;01;00;Divorcios;411.9999;A
2004;23;01;06;Divorcios;411.9999;A
2004;29;00;00;Divorcios;1704.999483;A
2004;29;00;06;Divorcios;1704.999483;A
2004;29;01;00;Divorcios;1704.999483;A
2004;29;01;06;Divorcios;1704.999483;A
2004;41;00;00;Divorcios;1874.999382;A
2004;41;00;06;Divorcios;1874.999382;A
2004;41;01;00;Divorcios;1874.999382;A
2004;41;01;06;Divorcios;1874.999382;A
2003;C01;00;00;Divorcios;6791.000174;A
2003;C01;00;06;Divorcios;6791.000174;A
2003;C01;01;00;Divorcios;6791.000174;A
2003;C01;01;06;Divorcios;6791.000174;A
2003;04;00;00;Divorcios;513.000075;A
2003;04;00;06;Divorcios;513.000075;A
2003;04;01;00;Divorcios;513.000075;A
2003;04;01;06;Divorcios;513.000075;A
2003;11;00;00;Divorcios;1006.00038;A
2003;11;00;06;Divorcios;1006.00038;A
2003;11;01;00;Divorcios;1006.00038;A
2003;11;01;06;Divorcios;1006.00038;A
2003;14;00;00;Divorcios;567.99999;A
2003;14;00;06;Divorcios;567.99999;A
2003;14;01;00;Divorcios;567.99999;A
2003;14;01;06;Divorcios;567.99999;A
2003;18;00;00;Divorcios;787.999854;A
2003;18;00;06;Divorcios;787.999854;A
2003;18;01;00;Divorcios;787.999854;A
2003;18;01;06;Divorcios;787.999854;A
2003;21;00;00;Divorcios;439.999954;A
2003;21;00;06;Divorcios;439.999954;A
2003;21;01;00;Divorcios;439.999954;A
2003;21;01;06;Divorcios;439.999954;A
2003;23;00;00;Divorcios;408.000085;A
2003;23;00;06;Divorcios;408.000085;A
2003;23;01;00;Divorcios;408.000085;A
2003;23;01;06;Divorcios;408.000085;A
2003;29;00;00;Divorcios;1500.999744;A
2003;29;00;06;Divorcios;1500.999744;A
2003;29;01;00;Divorcios;1500.999744;A
2003;29;01;06;Divorcios;1500.999744;A
2003;41;00;00;Divorcios;1567.000092;A
2003;41;00;06;Divorcios;1567.000092;A
2003;41;01;00;Divorcios;1567.000092;A
2003;41;01;06;Divorcios;1567.000092;A
2002;C01;00;00;Divorcios;6363.999709;A
2002;C01;00;06;Divorcios;6363.999709;A
2002;C01;01;00;Divorcios;6363.999709;A
2002;C01;01;06;Divorcios;6363.999709;A
2002;04;00;00;Divorcios;462.9999;A
2002;04;00;06;Divorcios;462.9999;A
2002;04;01;00;Divorcios;462.9999;A
2002;04;01;06;Divorcios;462.9999;A
2002;11;00;00;Divorcios;957.999859;A
2002;11;00;06;Divorcios;957.999859;A
2002;11;01;00;Divorcios;957.999859;A
2002;11;01;06;Divorcios;957.999859;A
2002;14;00;00;Divorcios;493.999804;A
2002;14;00;06;Divorcios;493.999804;A
2002;14;01;00;Divorcios;493.999804;A
2002;14;01;06;Divorcios;493.999804;A
2002;18;00;00;Divorcios;746.999952;A
2002;18;00;06;Divorcios;746.999952;A
2002;18;01;00;Divorcios;746.999952;A
2002;18;01;06;Divorcios;746.999952;A
2002;21;00;00;Divorcios;333.0;A
2002;21;00;06;Divorcios;333.0;A
2002;21;01;00;Divorcios;333.0;A
2002;21;01;06;Divorcios;333.0;A
2002;23;00;00;Divorcios;356.999936;A
2002;23;00;06;Divorcios;356.999936;A
2002;23;01;00;Divorcios;356.999936;A
2002;23;01;06;Divorcios;356.999936;A
2002;29;00;00;Divorcios;1505.000544;A
2002;29;00;06;Divorcios;1505.000544;A
2002;29;01;00;Divorcios;1505.000544;A
2002;29;01;06;Divorcios;1505.000544;A
2002;41;00;00;Divorcios;1506.999714;A
2002;41;00;06;Divorcios;1506.999714;A
2002;41;01;00;Divorcios;1506.999714;A
2002;41;01;06;Divorcios;1506.999714;A
2001;C01;00;00;Divorcios;5750.999337;A
2001;C01;00;06;Divorcios;5750.999337;A
2001;C01;01;00;Divorcios;5750.999337;A
2001;C01;01;06;Divorcios;5750.999337;A
2001;04;00;00;Divorcios;423.999939;A
2001;04;00;06;Divorcios;423.999939;A
2001;04;01;00;Divorcios;423.999939;A
2001;04;01;06;Divorcios;423.999939;A
2001;11;00;00;Divorcios;862.99983;A
2001;11;00;06;Divorcios;862.99983;A
2001;11;01;00;Divorcios;862.99983;A
2001;11;01;06;Divorcios;862.99983;A
2001;14;00;00;Divorcios;500.000085;A
2001;14;00;06;Divorcios;500.000085;A
2001;14;01;00;Divorcios;500.000085;A
2001;14;01;06;Divorcios;500.000085;A
2001;18;00;00;Divorcios;630.000204;A
2001;18;00;06;Divorcios;630.000204;A
2001;18;01;00;Divorcios;630.000204;A
2001;18;01;06;Divorcios;630.000204;A
2001;21;00;00;Divorcios;327.999998;A
2001;21;00;06;Divorcios;327.999998;A
2001;21;01;00;Divorcios;327.999998;A
2001;21;01;06;Divorcios;327.999998;A
2001;23;00;00;Divorcios;297.999919;A
2001;23;00;06;Divorcios;297.999919;A
2001;23;01;00;Divorcios;297.999919;A
2001;23;01;06;Divorcios;297.999919;A
2001;29;00;00;Divorcios;1340.999712;A
2001;29;00;06;Divorcios;1340.999712;A
2001;29;01;00;Divorcios;1340.999712;A
2001;29;01;06;Divorcios;1340.999712;A
2001;41;00;00;Divorcios;1366.99965;A
2001;41;00;06;Divorcios;1366.99965;A
2001;41;01;00;Divorcios;1366.99965;A
2001;41;01;06;Divorcios;1366.99965;A
2000;C01;00;00;Divorcios;5740.00032;A
2000;C01;00;06;Divorcios;5740.00032;A
2000;C01;01;00;Divorcios;5740.00032;A
2000;C01;01;06;Divorcios;5740.00032;A
2000;04;00;00;Divorcios;411.0;A
2000;04;00;06;Divorcios;411.0;A
2000;04;01;00;Divorcios;411.0;A
2000;04;01;06;Divorcios;411.0;A
2000;11;00;00;Divorcios;936.000311;A
2000;11;00;06;Divorcios;936.000311;A
2000;11;01;00;Divorcios;936.000311;A
2000;11;01;06;Divorcios;936.000311;A
2000;14;00;00;Divorcios;464.000102;A
2000;14;00;06;Divorcios;464.000102;A
2000;14;01;00;Divorcios;464.000102;A
2000;14;01;06;Divorcios;464.000102;A
2000;18;00;00;Divorcios;665.999884;A
2000;18;00;06;Divorcios;665.999884;A
2000;18;01;00;Divorcios;665.999884;A
2000;18;01;06;Divorcios;665.999884;A
2000;21;00;00;Divorcios;376.999989;A
2000;21;00;06;Divorcios;376.999989;A
2000;21;01;00;Divorcios;376.999989;A
2000;21;01;06;Divorcios;376.999989;A
2000;23;00;00;Divorcios;255.999936;A
2000;23;00;06;Divorcios;255.999936;A
2000;23;01;00;Divorcios;255.999936;A
2000;23;01;06;Divorcios;255.999936;A
2000;29;00;00;Divorcios;1409.0005;A
2000;29;00;06;Divorcios;1409.0005;A
2000;29;01;00;Divorcios;1409.0005;A
2000;29;01;06;Divorcios;1409.0005;A
2000;41;00;00;Divorcios;1220.999598;A
2000;41;00;06;Divorcios;1220.999598;A
2000;41;01;00;Divorcios;1220.999598;A
2000;41;01;06;Divorcios;1220.999598;A
1999;C01;00;00;Divorcios;5117.000106;A
1999;C01;00;06;Divorcios;5117.000106;A
1999;C01;01;00;Divorcios;5117.000106;A
1999;C01;01;06;Divorcios;5117.000106;A
1999;04;00;00;Divorcios;386.000076;A
1999;04;00;06;Divorcios;386.000076;A
1999;04;01;00;Divorcios;386.000076;A
1999;04;01;06;Divorcios;386.000076;A
1999;11;00;00;Divorcios;839.999809;A
1999;11;00;06;Divorcios;839.999809;A
1999;11;01;00;Divorcios;839.999809;A
1999;11;01;06;Divorcios;839.999809;A
1999;14;00;00;Divorcios;382.999968;A
1999;14;00;06;Divorcios;382.999968;A
1999;14;01;00;Divorcios;382.999968;A
1999;14;01;06;Divorcios;382.999968;A
1999;18;00;00;Divorcios;575.999946;A
1999;18;00;06;Divorcios;575.999946;A
1999;18;01;00;Divorcios;575.999946;A
1999;18;01;06;Divorcios;575.999946;A
1999;21;00;00;Divorcios;300.00003;A
1999;21;00;06;Divorcios;300.00003;A
1999;21;01;00;Divorcios;300.00003;A
1999;21;01;06;Divorcios;300.00003;A
1999;23;00;00;Divorcios;301.999996;A
1999;23;00;06;Divorcios;301.999996;A
1999;23;01;00;Divorcios;301.999996;A
1999;23;01;06;Divorcios;301.999996;A
1999;29;00;00;Divorcios;1150.000369;A
1999;29;00;06;Divorcios;1150.000369;A
1999;29;01;00;Divorcios;1150.000369;A
1999;29;01;06;Divorcios;1150.000369;A
1999;41;00;00;Divorcios;1179.999912;A
1999;41;00;06;Divorcios;1179.999912;A
1999;41;01;00;Divorcios;1179.999912;A
1999;41;01;06;Divorcios;1179.999912;A
1998;C01;00;00;Divorcios;5076.99993;A
1998;C01;00;06;Divorcios;5076.99993;A
1998;C01;01;00;Divorcios;5076.99993;A
1998;C01;01;06;Divorcios;5076.99993;A
1998;04;00;00;Divorcios;367.000102;A
1998;04;00;06;Divorcios;367.000102;A
1998;04;01;00;Divorcios;367.000102;A
1998;04;01;06;Divorcios;367.000102;A
1998;11;00;00;Divorcios;769.999972;A
1998;11;00;06;Divorcios;769.999972;A
1998;11;01;00;Divorcios;769.999972;A
1998;11;01;06;Divorcios;769.999972;A
1998;14;00;00;Divorcios;430.999854;A
1998;14;00;06;Divorcios;430.999854;A
1998;14;01;00;Divorcios;430.999854;A
1998;14;01;06;Divorcios;430.999854;A
1998;18;00;00;Divorcios;552.0;A
1998;18;00;06;Divorcios;552.0;A
1998;18;01;00;Divorcios;552.0;A
1998;18;01;06;Divorcios;552.0;A
1998;21;00;00;Divorcios;309.0;A
1998;21;00;06;Divorcios;309.0;A
1998;21;01;00;Divorcios;309.0;A
1998;21;01;06;Divorcios;309.0;A
1998;23;00;00;Divorcios;301.999984;A
1998;23;00;06;Divorcios;301.999984;A
1998;23;01;00;Divorcios;301.999984;A
1998;23;01;06;Divorcios;301.999984;A
1998;29;00;00;Divorcios;1159.999858;A
1998;29;00;06;Divorcios;1159.999858;A
1998;29;01;00;Divorcios;1159.999858;A
1998;29;01;06;Divorcios;1159.999858;A
1998;41;00;00;Divorcios;1186.00016;A
1998;41;00;06;Divorcios;1186.00016;A
1998;41;01;00;Divorcios;1186.00016;A
1998;41;01;06;Divorcios;1186.00016;A
2020;C01;00;00;Separaciones;569.10667;A
2020;C01;00;01;Separaciones;;A
2020;C01;00;06;Separaciones;569.10667;A
2020;C01;01;00;Separaciones;569.10667;A
2020;C01;01;01;Separaciones;;A
